video_id,instance_id,query
nroB4KH_FKA,0,Woman is climbing a big tyre
nrwd_s27h88,0,man in blue top walking on the bottom left
nrwd_s27h88,1,a man in blue shirt on the left is walking
nrwd_s27h88,2,man in sunglass walking
ntbN0B2U7mg,0,a blue and white blob is rolling down a hill on the left
ntbN0B2U7mg,1,an orange and white blob is sliding on the right side
ntcKUdZxXPI,0,car rolling on the lawn
ntivCnL7t4A,0,a man is jumping and climbing a wall
ntkXQtHLsa8,0,baby walking
ntkXQtHLsa8,1,a woman in white dress is sitting on the right
nvkBKknlQf0,0,cat eating
nwMHvnkIUKE,0,the person is eating
nyUlcK53vWk,0,a black cat is jumping over a ball
o-Tv_rp-J-o,0,a cat is jumping on top of a closet
o0-SoLQ_6Xg,0,man in black eating noodles
o0u0IFgFrFc,0,a dog is crawling
o4ePazF3rZw,0,Guy is bouldering outside
o588gmcHcHM,0,Dog in jumping cross benches
o588gmcHcHM,1,woman walking with a dog
o5mNTeeTrZw,0,Cat is jumping from the violet platform
o5mqLk9SY6E,0,man in white shirt running
o5mqLk9SY6E,1,man in blue shirt running on the left
o6PfT-LwNyY,0,White tiger cat climbing the tree
o7d4XXuXcfg,0,baby in green shirt crawling on the floor
o7d4XXuXcfg,1,woman in red top crawling
o7d4XXuXcfg,2,a man with white shirt on the right is crawling
o7d4XXuXcfg,3,a man in pink shirt standing on the right back
o84_fGz1R8s,0,the baby in the left is crawling
o84_fGz1R8s,1,Baby in striped shirt crawling on the left
o84_fGz1R8s,2,a woman with black dress is walking on the right
oAqb4RTcxxs,0,a baby is rolling
oBJj5QTb_54,0,heron is standing in the water
oGHlF64COjY,0,white bird is flying in the sky
oGqtEoL2HqM,0,a black and white cat is rolling
oICYKLYKgMg,0,a yellow bird is running
oICYKLYKgMg,1,Blue parrot running on the carpet
oILSr5ogzjA,0,green bird jumping up and down
oJdnPGbUsyk,0,bird rolling 
oK63XGG4woI,0,Brown dog dancing in the middle of the room
oN1x3Ik1t5Y,0,man in black running on the track
oRkwnpVbMuo,0,the dog is jumping
oRkwnpVbMuo,1,the person is holding hoops
oRkwnpVbMuo,2,big ball sitting on the grass
oTF93dKdDgY,0,a parrot is jumping up and down
oT_Cg6EY2tM,0,man crawling on the grass
oUOS5nO8-QU,0,a bird is rolling on the floor
oWpDOuVaYxo,0,dog running in the room
oX4EEZvEGvw,0,Woman is running towards the camera
oX4EEZvEGvw,1,Man with black hair running
oX4EEZvEGvw,2,Girl running out of tree tunnel
oYTUfM1vEjs,0,the cat is being walked on a leash
ocAtoNVPvaE,0,man jumping up
ocXYoGbiMs4,0,bird walking on the grass
odHRx-9JPBk,0,a black car is flying in the air
oej_ywWsXVY,0,a baby is climbing up the stairs
og5yc4SvWXg,0,Cat climbing the curtains
oh6Keb022u8,0,a bird is climbing up the stairs
ohOQFVw5nEg,0,the pigeon on the right is walking
ohOQFVw5nEg,1,pigeon walking in the grass on the left
oiFkDDhNX1A,0,a person is jumping
om-A-KB59Qo,0,a red and black ball is moving on the ground
on7MOeFewcc,0,red car jumping up and down
on7MOeFewcc,1,a girl in white shirt is watching the car
on7MOeFewcc,2,a man in black clothes is standing on the right
oqIQ1TiFdns,0,Orange cat is climbing a ladder
orNEyK0AoEA,0,baby standing in the middle of the room
orPR2nq3K2I,0,dog is running on the road
ot_to1gZwjI,0,a person is jumping
ou7ya-b5a1o,0,baby in pink climbing the chair
ouFmCnCh1wk,0,dog eating on the left
ouFmCnCh1wk,1,dog eating on the front right
ouFmCnCh1wk,2,a dog on top left is eating food
ouJcNCcHYEA,0,cat is climbing a ladder
ouWJa6FC7-E,0,car rolling down the hill
ouWJa6FC7-E,1,a man is watching on the right
ouzQ26oEhzE,0,the third man from bottom in yellow is running
ouzQ26oEhzE,1,man in green shirt running on the middle running track
ouzQ26oEhzE,2,the forth man from the left is running
ouzQ26oEhzE,3,man in all red is running during competition
ovd9ssLDoZw,0,car jumping up and down
ovd9ssLDoZw,1,white car bouncing
oxlsk5PcpJg,0,Man in blue kimono is rolling on the tatami
oxlsk5PcpJg,1,a white man in rolling in the front left
oxlsk5PcpJg,2,man with black belt crawling in the middle
oxlsk5PcpJg,3,a man with white shirt on the back left
oxlsk5PcpJg,4,man in black bell crawling on the left
oyTZDNARzic,0,a bird is flying
ozDMyZyus3M,0,a brown dog is rolling in the grass
p1niCzFd4iI,0,baby crawling on the floor
p2T3uychE4E,0,white dog eating on the left
p2T3uychE4E,1,a white dog is eating on the right
p3qclGadWWI,0,cat climbing onto the chair
p3qclGadWWI,1,man playing with a cat
p55k91lyJf4,0,man holding a baby on left
p55k91lyJf4,1,violet car is dancing in the middle
p55k91lyJf4,2,man in gray shirt and black pants standing next to the car
p6u1V9Pgyvs,0,dog standing next to a black cat
p6u1V9Pgyvs,1,black cat walking next to a dog
p6u1V9Pgyvs,2,dog standing next to a black cat
p8nf_Bm9N54,0,Red air ball is jumping in the room
p8nf_Bm9N54,1,Yellow ball is laying on the left
p8nf_Bm9N54,2,baby throwing a red ball
p8nf_Bm9N54,3,a woman in green tshirt is sitting on the right
pBf6ud04HNw,0,basketball is passing between two player
pBf6ud04HNw,1,man in blue playing basketball
pBf6ud04HNw,2,man shooting a basketball
pBf6ud04HNw,3,a man under the net is watching the ball
pD9ro9h--Bc,0,man throwing a bowling ball
pD9ro9h--Bc,1,a dark ball is moving in the middle
pEBflN1TFXk,0,the man is operating as an official in a track meet
pEBflN1TFXk,1,man is running on the athletic track
pFq5V81sGRQ,0,a dog is running
pH02zLhqcaE,0,a man is throwing a ball
pH02zLhqcaE,1,red ball flying
pL-sM9egNS0,0,Boy eating a burger
pLVTS2PJ6OM,0,a child is crawling in his nest
pN5JXPrdM8w,0,Brown dog is eating on the right bottom corner
pN5JXPrdM8w,1,Brown dog on the right upper corner eating the food 
pN5JXPrdM8w,2,bottom left dog eating
pN5JXPrdM8w,3,dog eating on the top left corner
pOLG9YhJwzE,0,the cat is climbing stairs
pOfIzdcMZ-c,0,Pigeon is walking on the paved road
pOqRFj2DMKA,0,Brown spaniel jumping into the water
pOqRFj2DMKA,1,the dog is running on a dock
pRikOCJF2K4,0,baby in yellow top climbing the stairs
pRikOCJF2K4,1,Man is helping baby to climb the stairs
pRtaNmwZ2Ig,0,a bird is eating another bird
pS-lJk24e14,0,the large person in white is sprinting
pS-lJk24e14,1,man in red shirt and white pants walking on the track
pSUUFXhf5XU,0,a top naked man is rolling on the sands
pSbIKC7I5bM,0,cat is rolling on the floor
pUW4DPda160,0,dog jumping into the water
pUW4DPda160,1,Big guy standing with the dog near the swimming pool
pUXhKrMX3gc,0,a car is turning left
pUXhKrMX3gc,1,man in all black is standing lonely in the turn
pV81hl_A9TI,0,baby climbing over the bed
pXQHtzyCzpM,0,cat standing on the ground
p_x90xpb46s,0,man rolling on the grass
p_x90xpb46s,1,baby in pink sitting on the grass
pach8L4n1Bk,0,a car is jumping into the water
pad50WpwrFs,0,a man in pink shirt is walking
pad50WpwrFs,1,a girl with white shirt on the right is walking
pad50WpwrFs,2,man in black shirt walking
pc-yi6MTvdI,0,Person climbing on the ground
pfW2yk9FlgM,0,an asian girl is eating some noodle in a very asian way 
pgwKrqVOzhI,0,an orange ball in hands of a white man
pgwKrqVOzhI,1,Smaller boy shooting the ball from the middle
pgwKrqVOzhI,2,a taller basketball player with white shirt catches the rebound
pgwKrqVOzhI,3,The orange ball is flying to the basket
phMRkVWHWkU,0,baby rolling on the green blanket
pihBROpwgXU,0,a bird is walking in the beach
plBUaDcbE_k,0,woman standing in the far back
plBUaDcbE_k,1,man in black is rolling on the stairs
plBUaDcbE_k,2,the person in gray is standing
pq1Now74l7g,0,a cat is eating food
pr9a2SYhx1I,0,dog crawling under the chairs
pr9a2SYhx1I,1,Dig is crawling under the row of chairs
prUyWk7awr8,0,Man in white shirt is shooting a ball to the basket
prUyWk7awr8,1,a black car is flying toward the net
prUyWk7awr8,2,player 22 is passing the basketball to a team mate
prUyWk7awr8,3,a basketball player with with jersey near the camera is playing basketball
psw6WjHgl9U,0,a black dog is following another dog
psw6WjHgl9U,1,black dog running
ptm23KnhQwI,0,man in black coat walking
ptm23KnhQwI,1,woman in silver jacket walking
ptm23KnhQwI,2,man in black jacket walking on the road
ptm23KnhQwI,3,a woman on the left is walking on the road
puw-bOsKxVo,0,a cute baby girl is crawling inside in a tube 
pw1W9DW26EE,0,cat eating watermelon on the table
pwmtkiL-lVw,0,football jumping to the ground
pwmtkiL-lVw,1,the left orange ball is sitting on top of another balls
pwmtkiL-lVw,2,the second ball is thrown
pwmtkiL-lVw,3,Black white ball falling down on the floor
pxf5ZeHB3-U,0,the dog is crawling along the tiled floor
pyE7NeM42S0,0,Eagle flying on the sky
pz1VZaNQjXY,0,a man in blue shirt in the middle in running
pz1VZaNQjXY,1,Guy in the yellow shirt running on the track five
pz1VZaNQjXY,2,a person with red jersey is running in the middle
pz1VZaNQjXY,3,the third man from the right is running
pz1VZaNQjXY,4,the man in the white jersey is running in a 100m race
q-Q51uuejuw,0,white truck flying
q-Q51uuejuw,1,a black and red car is parked on the left
q01o1J7zy5A,0,Fluffy cat following wooden sticks
q01o1J7zy5A,1,Guy playing with the cat with two wooden sticks
q02nvjQfcA0,0,a white and brown dog is crawling
q0CYwoDlf6Q,0,Guy in yellow shirt standing near the hurdles
q0CYwoDlf6Q,1,woman in white top and black shorts walking on the running track
q0CYwoDlf6Q,2,Woman in the blue shirt is standing on the track
q0CYwoDlf6Q,3,topless man jumping into the sand pit
q0RJ6haCNjo,0,a bird is rolling on the floor
q4ZVjYbBmD0,0,Blue ball is rolling on the grass
q4ZVjYbBmD0,1,dog is pushing a ball in front of its head
q4a6uiSO3hM,0,bird flying above the water
q4c27aSHjls,0,a dog is jumping 
q4jeW0iSA9Y,0,a man is running and jumping
q6y7oeZx9WY,0,blue car running on the road
q9S4LNyjc8s,0,baby rolling on the mat
q9TtLiVKDy8,0,a soldier is crawling
q9g_GocTJ-g,0,baby climbing stairs
qA-IdLVtH-M,0,Can eating a watermelon
qALaJk9PV3U,0,Dog is rolling on the floor
qALaJk9PV3U,1,the man is playing with a puppy
qBAh2zN7se4,0,red ball rolling
qBy1SsSoxW0,0,the bird is eating seeds from the frozen ground
qCSWa5ihhRY,0,a bird is walking
qCit6e2MZHg,0,the green bird is standing in the grass
qCit6e2MZHg,1,cat jumping to the bird
qDi0MZJZ-w0,0,Car flying from one hill to another 
qEJZkX6_5Iw,0,the cat on the left is eating
qEJZkX6_5Iw,1,right cat eating ice cream
qEVpJK7pEPE,0,a duck is flying upon a city 
qEkZSu0A4zQ,0,a black cat is running in a circle
qF6vt5avEec,0,Burgundy car is jumping on the road
qF6vt5avEec,1,man standing on the left side of the car
qFFBaU7Lqa0,0,a man in violet shirt is running
qFFBaU7Lqa0,1,Guy in the red shirt is heating up near the track
qFgjS0-pkpg,0,a car in gray is jumping up and down and then getting fire
qFgjS0-pkpg,1,Man in black shirt standing between two cars
qFgjS0-pkpg,2,a man is standing near violet car on the right
qGZY9NVgPrE,0,Baby crawling in the middle of the room
qHDPlfHcPos,0,a baby is climbing up the stairs
qHDPlfHcPos,1,Man is sitting on the stairs
qHHdEKYcl3g,0,the bird is jumping onto a human hand
qHuK80VKkKc,0,baby laying in the bed
qIxRXG1uKyM,0,baby walking
qJqWqWPbVfE,0,dog eating watermelon
qK4dHSk5nbQ,0,a cat is running and playing
qKZRQ-HQ9Cc,0,Guy shooting the ball from long range
qKZRQ-HQ9Cc,1,a ball is flying on the air
qKxfNKw6THo,0,a cat is rolling
qLMl-WPfFno,0,yellow cat rolling with a toy
qLyLU14zxWU,0,Cat is jumping for the toy near the door
qNyus0tHwGg,0,baby rolling on the bed
qQLAXjvIs7U,0,cat climbing the wall
qRUkBGsIcpQ,0,Guy in white shirt shooting the ball into the basket
qRUkBGsIcpQ,1,Ball is flying to the basket
qRth_LInVIM,0,the third man from right is eating
qRth_LInVIM,1,Guy in the middle is eating hotdogs
qRth_LInVIM,2,man with black cap on the right
qRtvY0C8SQg,0,baby walking in the room
qUcCZTnImCI,0,Dog eating while standing
qUcCZTnImCI,1,person is feeding a dog
qWPYmLBMzqw,0,red car rolling over on the road
qZOK67jJBRQ,0,a big ball is rolling outside
qeYwsddRGEY,0,Girl in green dress climbing the stairs
qh4DATEKFLc,0,dog eating
qhpz14krqOM,0,a cat is climbing up
qi1p0yh4X3I,0,Black bird is flying across the green field
qjOfux7Kacg,0,a boy is throwing a ball to the basket
qjOfux7Kacg,1,Orange ball flying to the basket
qjn56iwc6nQ,0,a cat is rolling on the floor
qjq5iJm0ASQ,0,Dog with black clothes crawling on the ground
qkDg1tB3B5k,0,a baby is crawling inside a green tunnel
qkxy4NR8NmQ,0,kid walking through room
ql5FRNQvxng,0,cat climbing the ladder
ql5FRNQvxng,1,Black cat is sitting on the red cover
qlXKFC-JEOA,0,a baby is rolling in the bed
qlaBSnLq45s,0, a black dog is eating an apple
qnC8QD72CDc,0,the dog is eating out of a bowl
qnHxfZ6BU2M,0,a cat is climbing up the ladder
qrNkLVUGRPE,0,dog rolling on the floor
qrS9sPHFcOc,0,Small baby walking in the kitchen
qrS9sPHFcOc,1,lady in black clothes and yellow short pants walking with a baby
qrV7bDqDQSA,0,man in black jumping over the bike
quAOveAFFRs,0,a car is rolling on the ground
quGXSAEAUkk,0,baby rolling on the floor
qvmGpL3qM7E,0,Man is walking along the podium
qw4yA_TRr6Q,0,white dog rolling on the carpet
qw4yA_TRr6Q,1,white dog is standing on carpet corner
qxg7VIqXw0U,0,a baby is rolling in his bed
qxl0VV0vZ9Y,0,a man in white shit on the bottom is standing
qxl0VV0vZ9Y,1,third man from left in pink running
qxl0VV0vZ9Y,2,man in blue tracksuit running during competition
qxl0VV0vZ9Y,3,the forth man from the bottom is running
qz0EPVi4eGA,0,the dog is sniffing a tree
qz0EPVi4eGA,1,Woman is walking with two dogs in the park
qz0EPVi4eGA,2,Black dog is walking on a leash in the park
r0MULKiQNEA,0,dog running on the grass
r0_6RJyMTvE,0,Small baby in gray costume climbing wooden stairs
r0_6RJyMTvE,1,a man on the right is taking care of a child
r0fUGV_y1Z4,0,Blue car jumping on the street
r0fUGV_y1Z4,1,a man behind the car is watching
r3AekbjvvQE,0,baby crawling through the tube
r5Fw3AMe4BY,0,Cat is climbing on the cabinet
r7Z4iVw9oqc,0,a brown dog is climbing through a tree
r7b0G7OYea8,0,a guy with white shirt is throwing the ball to the goal
r7b0G7OYea8,1,basketball is thrown by a man
r7doGmV2Pd0,0,The bird is flying in the sky
r83AYz0_vbM,0,a white cat is rolling on the grass
r96y7-Hq0Rc,0,Black dog
r9bbFG_E7xs,0,kid rolling in the box
r9wOJgzDUuY,0,the green bird is rolling
r9wOJgzDUuY,1,man playing with a bird
rAs5d8YcHrs,0,the dog is licking some meat
rAsVfHN0dgA,0,the fat cat is running around
rBLbGo5_b9c,0,man jumping two times
rC8sCJS5R2s,0,the light cat on the left is eating
rC8sCJS5R2s,1,gray cat eating
rCJXCc7DTVs,0,a man is rolling down a hill
rCJXCc7DTVs,1,girl standing on the grass
rGpQ-L2Jf7s,0,a cat is jumping over a door
rHVHWJ5QyZA,0,white cat jumping up the door
rHZN9drN-z8,0,baby walking with a man
rHZN9drN-z8,1,a parent is making his child walk on the floor besides a dog
rHZN9drN-z8,2,a white dog on the left is standing
rKLgTdFRG9M,0,a man is eating food
rKLgTdFRG9M,1,man eating
rKPk2DUGiSk,0,the spotted cat is jumping for a toy
rKUipxR3bDc,0,Policeman carrying a bag from the right side
rKUipxR3bDc,1,man in dark blue suit is taking away by police
rLH04rgiUAc,0,man in black standing beside the running track
rLH04rgiUAc,1,man in green shirt and black pants standing on the right
rLH04rgiUAc,2,a man with white shirt is watching a competition 
rLH04rgiUAc,3,man in green shirt and with a backpack walking beside the running track
rLH04rgiUAc,4,a man in red is running
rMalHvtuiOw,0,bird walking
rPS54lgSunQ,0,big white bird walking in front
rQFwfobW4yk,0,a boy is eating food
rQSkktFk0Lk,0,a brown dog is eating food
rQXrsa2DE8A,0,a boy is climbing up a column
rQs-3V16O6Y,0,a black dog is jumping over s swing
rRZa5o2_6eo,0,dog walking next to grass
rRZa5o2_6eo,1,woman in black pants walking with a black dog
rSslXCpjWaA,0,the dog is crawling along the grass
rWYmSRNSbz8,0,bird walking on the ground
rXXX3dSyOx0,0,a white dog is walking away from camera
rXXX3dSyOx0,1,a man is walking away from the camera
r_7EpY9twFU,0,spotted cat walking in the wheel
r_qf94YIE2s,0,Guy is eating a pizza
raSAG4g5Vac,0,a baby in front is walking
raSAG4g5Vac,1,the person with the yellow shirt is walking with a kid
rcoqA78FH9A,0,man in yellow vest eating burgers
rcoqA78FH9A,1,Girl sitting on the right
rddVOOjkAJM,0,a yellow and blue car is moving
rewc22JdDRk,0,the person is climbing rocks
rh7KN644UK8,0,Dog rolling on the towel
rhAUIawlUEM,0,Green parrot climbing the curtains
rhHUc5qEnuc,0,Woman slowly climbing the rock
rizlP_I0E6c,0,a guy with karate uniform is rolling 
rj2coSPSnZU,0,black dog jumping into the water
rj2coSPSnZU,1,man standing on the pier
rkHpNf-Ox7w,0,the bird is standing in the grass
rkbD73oEu_Q,0,guy in green climbing
rkbD73oEu_Q,1,a man with blue jacket is standing on the bottom
rkbD73oEu_Q,2,man in black standing on the bottom
rljU3gkUVgQ,0,Cat turning the corner
roRWQY_qIZA,0,Ball is passed through all the court
roRWQY_qIZA,1,man in black sports suit is passing a ball
roRWQY_qIZA,2,man in white top running
roRWQY_qIZA,3,man in black catching a basketball
rr-KFhur2po,0,Brown dog is running towards a camera
rrrQJto8xJU,0,the dog is walking
rrrQJto8xJU,1,a person in white shirt is walking
rsR4Uc9eUKg,0,cat climbing the tree
rsrUdpv6aLU,0,Yellow cat jumping on the hand
ruMn_8p9qmk,0,black cat climbing the wall
ruOpQBeBcng,0,a black man on the bottom is standing on the street
ruOpQBeBcng,1,man in black walking on the track
ruOpQBeBcng,2,Green race car is driving from the pit 
ruOpQBeBcng,3,an orange car is parked on the right
ruOpQBeBcng,4,the blue car is parked
rudFo8slnBk,0,man in blue shirt walking in front of the racing car
rudFo8slnBk,1,yellow car starts running
rudFo8slnBk,2,a man on the left is pushing a car from the behind 
rw_sVuu4KE0,0,bird is lying on the floor
ryzeQPtRBQY,0,Cat is eating pet food under the car
rzLIiiIUl1Q,0,dog rolling in the snow
s-_0cSWFv5w,0,a ball is moving and flying
s-_0cSWFv5w,1,a man is playing with the ball
s-kTctdS0jU,0,black car jumping on the ground
s-kTctdS0jU,1,a black car is jumping up and down
s2LR9DR8wMw,0,a cat is running
s2yh_rpe4bg,0,the person in black is measuring car height
s2yh_rpe4bg,1,White car is jumping in the middle
s2yh_rpe4bg,2,the person with the striped shirt is standing
s3Ra3EsZcgg,0,Fat cat is lying on the table
s4Igs_V-cLU,0,Woman in pink top jumping a rope
s4Igs_V-cLU,1,woman doing rope skipping on the right
s6neKQssuts,0,baby walking
sCPuU_JcKIc,0,Guy rolling over his head on the floor
sDCqW7pFNfI,0,White brown dog walking on the beach near the water
sDCqW7pFNfI,1,a black dog is running
sDkBmSN2lSk,0,ball is rolling on the grass
sDkBmSN2lSk,1,man is running with the ball
sF9JCjo4Rfs,0,Police car is jumping on the road
sFgtqgiAKoQ,0,The woman is walking two dogs but not holding their leashes
sFgtqgiAKoQ,1,white dog is walking along the road
sFgtqgiAKoQ,2,small dog walking with a woman
sH900NWZrCU,0,football running with a boy in the back
sH900NWZrCU,1,football rolling on the football field
sH900NWZrCU,2,boy in blue shirt passing a football
sH900NWZrCU,3,boy in blue shirt standing in the back next to a football
sH900NWZrCU,4,a boy in blue jersey on the very back is running
sH900NWZrCU,5,boy running with a football on the right
sKJegbjS4N8,0,green ball jumping up and down
sKJegbjS4N8,1,Man in hoodie is standing on the ground
sN0AJJpX0Y8,0,a dog is crawling
sNudVPYMAWc,0,the cat is climbing
sO4bab7FD10,0,bird jumping in the cage
sOWtFZeeLKw,0,the bald man is doing a roly poly
sQcWy_qX8kQ,0,white dog laying down on the left
sQcWy_qX8kQ,1,the black cat on the right is rolling on the floor
sQfgTw4LuPI,0,baby climbing over the fence
sR-Y2r8ZYEY,0,a white dog is eating food
sRNXQgiRhf0,0,man in blue crouching
sRNXQgiRhf0,1,Violet ball laying in the left corner
sS93lar9_20,0,White cat is eating watermelon
sToQez6O474,0,ball is falling down from the hill
sToQez6O474,1,man in blue shirt standing on the top
sULsOQDaDw0,0,a person is walking backwards while being followed by a dog
sULsOQDaDw0,1,a black dog is crawling
sUR4wZyvqno,0,man in white rolling with a man in black
sUR4wZyvqno,1,the person is being rolled over
sUz4r-_PjpQ,0,gray cat walking
sVJ1x4Mv_Vk,0,Woman in violet shirt standing to perform the exercise with the dog
sVJ1x4Mv_Vk,1,Dog is jumping over the fence
sVJ1x4Mv_Vk,2,woman in gray top running with a dog on the right
sVJ1x4Mv_Vk,3,a person is sitting and recording a video on the bottom
sVJ1x4Mv_Vk,4,Woman with curly hair is standing on the left
sVJ1x4Mv_Vk,5,brown dog standing in the back
sVJ1x4Mv_Vk,6,a dog is standing near a girl in pink shirt
sVTA31_KNh0,0,small kid walking
sVTA31_KNh0,1,man in green walking with a baby
sW8cLzIO9r8,0,bowling ball rolling on the pathway
sW8cLzIO9r8,1,Man is playing a bowling
sWBqfGmCF6I,0,a black car is jumping over a ramp and flying on the air
sWBqfGmCF6I,1,man in orange top standing next to the blue truck
sWBqfGmCF6I,2,blue pick up truck is standing in the back
sWBqfGmCF6I,3,Guy standing near big pick up truck
sX6g3-T4BuE,0,Black dog rolling on the carpet
sX7_x-az1b4,0,football running on the green field
sX7_x-az1b4,1,a boy with blue jersey is shooting a ball
sX7_x-az1b4,2,man in black standing on the left
sX7_x-az1b4,3,Small boy is running across the yellow line
sY2SM3H_52g,0,a girl is eating a sandwich
s_E4aE42T6s,0,Small baby is walking outside of the house
scljdYtuTn0,0,baby climbing out of the bed
sdJ05rlcHpc,0,a blue bird on the left is eating food
sdJ05rlcHpc,1,Bird is standing on the right
sdZ76vwl61Q,0,Beautiful parrot walking on the table
sdZ76vwl61Q,1,Man is touching a table
sfBPCRAx-Oo,0,car rolling over the ground
sgNxKOLrAyA,0,a car is rolling on the air
sgUBxJRtFng,0,man in black shirt climbing 
sgUBxJRtFng,1,man climbing on left
shBEBdUSDMU,0,a car is jumping over a ramp
shBEBdUSDMU,1,a man in white tshirt standing on the back
siBNy9wwMiQ,0,Colorful air ball jumping outside 
siBNy9wwMiQ,1,Guy in white shirt dribbling a colorful ball
si_b5UBagTE,0,baby is crawling toward an adult
sjLNdMxuGbc,0,black dog running in the snow
sjqLkmUnvTU,0,the blue car is rolling over
sjqLkmUnvTU,1,The blue car turning the corner
sjqLkmUnvTU,2,a car in moving on the back
sjqLkmUnvTU,3,the three colored car is driving around a corner
sjqLkmUnvTU,4,Safeguard in orange suit standing near the building
sjqLkmUnvTU,5,a red car is parked in the back
sjqLkmUnvTU,6,silver car parking on the far back
sjqLkmUnvTU,7,white standing near the building
sjqLkmUnvTU,8,the blue car is driving towards a corner
sjyt1TusJC8,0,a cat is going down a tree
slYxl28RNr4,0,Fat cat running on the beach
spEcZ-Ddbug,0,a woman with black hair is eating a hamburger
spEcZ-Ddbug,1,woman in sunglass sitting on the right
sqT8k1BrkBo,0,a man in the middle is walking
sqT8k1BrkBo,1,silver car parking in the back
sqT8k1BrkBo,2,Gray dog is walking on the left
sqT8k1BrkBo,3,a black dog on the right is walking
sqT8k1BrkBo,4,a boy on the left with violet shirt is walking
sqT8k1BrkBo,5,a boy with blue shirt is walking on the left
sqT8k1BrkBo,6,a red car is parked on the right
sqT8k1BrkBo,7,Black dog walking on a leash of the man
sqpOl9AjsDY,0,yellow racing car running
sqpOl9AjsDY,1,racing car running in the far left
sqpOl9AjsDY,2,blue racing car running on the track
sqpOl9AjsDY,3,Blue formula car is following yellow car of the leader
sqpOl9AjsDY,4,F1 car running on the left of the track
sqpWB6EdzTE,0,a baby is crawling
ss5A_oiodYk,0,cat walking on the street
ssSQEfMP6LE,0,Guy in white shirt running on athletic track
stNVY7aJxZg,0,baby climbing over the bed
sum5M5nv4II,0,the left cat is walking toward camera
sum5M5nv4II,1,Gray cat standing with its back to the camera
sumn6flhNtg,0,white bird walking next to a cat
sumn6flhNtg,1,a cat is stretching near a bird
swdKSOqboog,0,a red ball is flying
swdKSOqboog,1,a sporty guy is bouncing a ball in a gymnasium 
sx72NW2XsWQ,0,car jumping across the road
t-NpdOv2oBY,0,a cat is jumping
t-PLHSJ9iVY,0,black cat walking on the treadmill
t-btPtpkMr4,0,the person is climbing rocks
t0kRKuU0Zzo,0,a blue bird is walking in the grass
t0yPiWdkiwE,0,a white cat is running and playing
t0yPiWdkiwE,1,White licking her claws on the left
t1ypgXRvxVE,0,the cat is walking
t4OSfFWk0u8,0,bird flying in the sky
t4U53yCBarY,0,Dog rolling on the grass
t4U53yCBarY,1,man in black shorts standing on the left
t5oPzllCtk8,0,car jumping in the air
t6aZBjC0KG8,0,racing car running on the road
t91KY5nfGLo,0,a bird in the middle is eating food
t91KY5nfGLo,1,Gray bird on the right pecking
t91KY5nfGLo,2,bird standing on the left
tAEUWOb5mSU,0,guy standing on the platform
tAEUWOb5mSU,1,Black dog is catching a ball
tAZkzM28Szs,0,cat rolling on the floor
tB2-L7hyGKo,0,black racing car running on the track
tB9rM3C-KUQ,0,a black dog is crawling on grass
tCP7KJDvcgo,0,white dog walking
tCP7KJDvcgo,1,woman walking with a white dog
tDfvKj-3Tis,0,black cat rolling on the floor
tDsO5vA60iQ,0,a baby is standing on the road
tE1UFmN6Tg0,0,Dachshund eating from the bowl
tGu33Wy5fZs,0,orange ball is dribbled by a guy
tGu33Wy5fZs,1,man bouncing two basketballs
tGu33Wy5fZs,2,left basketball bouncing up and down
tJVt08SCdq8,0,a baby is crawling on the floor
tLKkx5yYZes,0,a man in dark is running
tLKyWHQ83iM,0,a dog is crawling
tME-5LRXJdE,0,Pigeon is walking on the ground
tRKcEsBGXpo,0,man in black standing on the right
tRKcEsBGXpo,1,man in black suit standing on the left
tRKcEsBGXpo,2,the dog is jumping rope
tRKcEsBGXpo,3,man in blue jeans standing on the left
tRN6DYLP7ss,0,dog eating carrots 
tRaODvN5cfs,0,a baby is rolling on the floor
tRrG7ab7JzI,0,man running with a cat on the lawn
tRrG7ab7JzI,1,cat running on the lawn
tS6oKrv-Zbg,0,the basketball is thrown and dribbled
tS6oKrv-Zbg,1,a boy in red shirt is throwing ball to the basket
tSwsRm-HBUM,0,white dog walking with a woman
tSwsRm-HBUM,1,woman in blue shirt walking with a dog
tSwsRm-HBUM,2,a guy on the left of a woman with white dog is watching a dog show
tSwsRm-HBUM,3,Woman in black jacket is sitting on the chair
tSwsRm-HBUM,4,dog sitting on the floor
tSwsRm-HBUM,5,Woman in pink shirt sitting on the chair
tSwsRm-HBUM,6,the left man in white shirt is sitting
tSwsRm-HBUM,7,black dog laying down on the top left
tT5bniDGRvo,0,a green bird is rolling
tTMSVvYEG_w,0,a guy is holding two dogs outside
tTMSVvYEG_w,1,black big dog is walking on the right side from person
tTMSVvYEG_w,2,a dog on the right is running
tUar7AhOPU0,0,Dog crawling in the grass during sunny day
tUfJLX-JfzE,0,Woman in red standing near the net
tUfJLX-JfzE,1,a woman in dark red is standing in front of the camera
tUfJLX-JfzE,2,the person in red on the left is standing
tUfJLX-JfzE,3,Ball is held by the man in the back
tUj-Ju5v_f8,0,Car is rolling on the grass
tUsMh1jeb8k,0,a man is climbing up
tVTi54D71Ls,0,a white ball is moving
tVTi54D71Ls,1,a boy in orange shirt is playing with a ball
tWKFLWUfaX4,0,baby climbing the chair
tXKY9dfRPSU,0,Brown dog  is rolling on the grass
